0,1
Deanville,"          city                 date   fare        ride_id  driver_count   type
489  Deanville  2018-04-25 03:29:09  41.52  6055928921559            49  Urban
490  Deanville  2018-05-01 21:53:42   8.28   592955132597            49  Urban
491  Deanville  2018-03-29 04:07:48   5.32  2612669233491            49  Urban
492  Deanville  2018-03-24 00:26:39  30.55  5276110988605            49  Urban
493  Deanville  2018-02-08 23:33:35  21.22  4786811969861            49  Urban
494  Deanville  2018-04-15 01:36:17  24.30  1065303121400            49  Urban
495  Deanville  2018-01-23 13:00:34  42.45  7286207597519            49  Urban
496  Deanville  2018-04-21 23:32:00  33.37  7763075637368            49  Urban
497  Deanville  2018-04-26 04:05:05  28.44  3326161310503            49  Urban
498  Deanville  2018-02-17 15:51:49  25.33  2749473314662            49  Urban
499  Deanville  2018-04-01 00:11:48  22.65  7002778816145            49  Urban
500  Deanville  2018-03-07 07:21:47  31.08  9711261103928            49  Urban
501  Deanville  2018-03-05 12:05:14  11.16  4737023393340            49  Urban
502  Deanville  2018-01-04 13:30:18   4.56  6423110181560            49  Urban
503  Deanville  2018-03-05 09:44:44  42.79  3624951927291            49  Urban
504  Deanville  2018-01-12 07:32:21  39.45   419667752175            49  Urban
505  Deanville  2018-01-28 03:13:21  31.65   649769579565            49  Urban
506  Deanville  2018-01-07 19:34:44  21.50  9422003641461            49  Urban
507  Deanville  2018-01-29 21:11:43  25.39  9623390811882            49  Urban"
East Aaronbury,"                city                 date   fare        ride_id  driver_count  \
1945  East Aaronbury  2018-03-19 10:43:53  20.04  4117474421029             7   
1946  East Aaronbury  2018-03-16 11:15:13  20.59  6153017911679             7   
1947  East Aaronbury  2018-01-27 09:53:22  28.56  5981083119511             7   
1948  East Aaronbury  2018-04-19 17:18:53  29.27  7201712919915             7   
1949  East Aaronbury  2018-04-08 18:59:12  21.29   630560959632             7   
1950  East Aaronbury  2018-02-24 16:37:18  36.88  9777191359026             7   
1951  East Aaronbury  2018-01-10 08:33:56  23.02  9265418287929             7   
1952  East Aaronbury  2018-04-04 06:02:51  16.90  7217036357951             7   
1953  East Aaronbury  2018-04-11 03:24:14  34.40  6540905865488             7   

          type  
1945  Suburban  
1946  Suburban  
1947  Suburban  
1948  Suburban  
1949  Suburban  
1950  Suburban  
1951  Suburban  
1952  Suburban  
1953  Suburban  "
East Danielview,"                 city                 date   fare        ride_id  \
2233  East Danielview  2018-02-25 03:54:05  26.33   513607352842   
2234  East Danielview  2018-04-19 10:36:41  28.28   149455664846   
2235  East Danielview  2018-04-07 06:31:28  18.98  6294116769232   
2236  East Danielview  2018-03-02 02:47:45  14.32  2106097871214   
2237  East Danielview  2018-05-03 18:09:16  48.24  3328095712316   
2238  East Danielview  2018-02-28 20:26:11  42.71  2322328798079   
2239  East Danielview  2018-02-19 04:44:18  31.72  7452531647866   
2240  East Danielview  2018-01-15 03:55:58  21.97   232480080566   
2241  East Danielview  2018-05-02 19:46:29  19.41  8119090935931   
2242  East Danielview  2018-02-14 20:03:27  20.26  7527862127131   
2243  East Danielview  2018-05-04 02:14:41  40.02  3640764732617   
2244  East Danielview  2018-04-16 21:06:59  42.94  7303786315799   
2245  East Danielview  2018-03-04 04:10:30  17.89  7640214407429   
2246  East Danielview  2018-04-26 08:14:46  40.76  2970656303504   
2247  East Danielview  2018-02-04 11:01:24  38.38  2528683882693   
2248  East Danielview  2018-03-27 16:22:09  36.00  1410739354876   
2249  East Danielview  2018-01-25 11:58:33  48.32  1831668503737   

      driver_count      type  
2233            22  Suburban  
2234            22  Suburban  
2235            22  Suburban  
2236            22  Suburban  
2237            22  Suburban  
2238            22  Suburban  
2239            22  Suburban  
2240            22  Suburban  
2241            22  Suburban  
2242            22  Suburban  
2243            22  Suburban  
2244            22  Suburban  
2245            22  Suburban  
2246            22  Suburban  
2247            22  Suburban  
2248            22  Suburban  
2249            22  Suburban  "
East Kaylahaven,"                city                 date   fare        ride_id  driver_count  \
697  East Kaylahaven  2018-02-28 04:13:57  25.96  3662521920044            65   
698  East Kaylahaven  2018-04-04 02:35:55  23.18    57422927996            65   
699  East Kaylahaven  2018-04-02 07:05:54   9.67  2088463469235            65   
700  East Kaylahaven  2018-01-17 10:15:36  40.82  6342488049671            65   
701  East Kaylahaven  2018-04-09 16:57:04  10.03  8036811423686            65   
702  East Kaylahaven  2018-02-11 00:24:18  43.19  8671036380224            65   
703  East Kaylahaven  2018-04-06 16:17:11  35.79  8930600376156            65   
704  East Kaylahaven  2018-01-29 07:28:20  41.62  7157222598785            65   
705  East Kaylahaven  2018-02-28 16:46:23  33.72  1224917954969            65   
706  East Kaylahaven  2018-03-17 23:54:01   8.62  1953430308989            65   
707  East Kaylahaven  2018-01-29 13:01:07   9.81  2058424667529            65   
708  East Kaylahaven  2018-03-23 10:48:34   4.64  1908039054942            65   
709  East Kaylahaven  2018-01-04 23:57:27  24.37  5735199074888            65   
710  East Kaylahaven  2018-03-27 00:44:29  25.29  4840735033487            65   
711  East Kaylahaven  2018-01-07 20:29:02   5.56  4657638800265            65   
712  East Kaylahaven  2018-03-21 22:54:03   9.42  1468264328626            65   
713  East Kaylahaven  2018-02-23 00:41:22  15.94  1602386536198            65   
714  East Kaylahaven  2018-02-10 12:42:09   6.69  6071841295515            65   
715  East Kaylahaven  2018-01-21 16:07:14  36.89  2411253353023            65   
716  East Kaylahaven  2018-04-17 00:28:25  41.19   632034433617            65   
717  East Kaylahaven  2018-02-16 21:02:16  34.42  7999611361088            65   
718  East Kaylahaven  2018-03-01 15:07:16  23.45  3219972039261            65   
719  East Kaylahaven  2018-01-11 10:41:55   8.02  9778559091886            65   
720  East Kaylahaven  2018-02-04 02:25:50  38.13  2889304581969            65   
721  East Kaylahaven  2018-01-24 16:52:11  31.40  7430406748016            65   
722  East Kaylahaven  2018-02-11 21:07:22   4.75  9782978467542            65   
723  East Kaylahaven  2018-04-30 08:22:19  37.41  1759788940587            65   
724  East Kaylahaven  2018-03-24 13:53:34  32.21  6710058446869            65   
725  East Kaylahaven  2018-01-29 06:40:02  26.79  5038187912880            65   

      type  
697  Urban  
698  Urban  
699  Urban  
700  Urban  
701  Urban  
702  Urban  
703  Urban  
704  Urban  
705  Urban  
706  Urban  
707  Urban  
708  Urban  
709  Urban  
710  Urban  
711  Urban  
712  Urban  
713  Urban  
714  Urban  
715  Urban  
716  Urban  
717  Urban  
718  Urban  
719  Urban  
720  Urban  
721  Urban  
722  Urban  
723  Urban  
724  Urban  
725  Urban  "
East Kentstad,"               city                 date   fare        ride_id  driver_count  \
1641  East Kentstad  2018-04-07 19:44:19  18.75  6575961095852            20   
1642  East Kentstad  2018-01-22 20:43:30  35.01  8750865857333            20   
1643  East Kentstad  2018-05-01 17:35:30  39.29  1986613861926            20   
1644  East Kentstad  2018-04-19 21:05:09  22.42  1136558207239            20   
1645  East Kentstad  2018-03-24 02:53:43  31.53  1907259346172            20   
1646  East Kentstad  2018-01-26 04:48:10  39.19  9309351390541            20   
1647  East Kentstad  2018-05-07 13:29:36  38.74    41356844955            20   
1648  East Kentstad  2018-04-19 14:47:58  44.82   749759967096            20   
1649  East Kentstad  2018-03-18 11:45:35  33.83   626555199862            20   
1650  East Kentstad  2018-04-12 15:21:04  17.26  8439534813565            20   
1651  East Kentstad  2018-03-04 21:52:28  20.83  2470074225551            20   
1652  East Kentstad  2018-04-10 20:44:59  21.38  9078911188125            20   
1653  East Kentstad  2018-01-10 11:15:30  24.65  7201954660361            20   

          type  
1641  Suburban  
1642  Suburban  
1643  Suburban  
1644  Suburban  
1645  Suburban  
1646  Suburban  
1647  Suburban  
1648  Suburban  
1649  Suburban  
1650  Suburban  
1651  Suburban  
1652  Suburban  
1653  Suburban  "
East Marymouth,"                city                 date   fare        ride_id  driver_count  \
1705  East Marymouth  2018-03-29 08:36:20  37.60  6370863861570             5   
1706  East Marymouth  2018-01-16 15:44:02  46.20  1181974978638             5   
1707  East Marymouth  2018-04-27 05:31:31  36.11  8307460338356             5   
1708  East Marymouth  2018-03-21 11:01:26  17.43  1621338088820             5   
1709  East Marymouth  2018-04-03 12:18:33  26.93  3384028141202             5   
1710  East Marymouth  2018-05-01 20:10:52  13.17  9052669788424             5   
1711  East Marymouth  2018-03-08 04:55:41  43.79  1703166685294             5   
1712  East Marymouth  2018-03-12 10:46:49  38.26  5237668148484             5   
1713  East Marymouth  2018-01-27 12:18:40  43.06  6911376462689             5   
1714  East Marymouth  2018-04-12 06:51:14  33.18  9393257179959             5   
1715  East Marymouth  2018-04-02 01:04:22  20.00  9372931333498             5   
1716  East Marymouth  2018-02-21 19:36:31  41.21  2452243356792             5   
1717  East Marymouth  2018-03-06 14:00:04  35.95  5147275998894             5   
1718  East Marymouth  2018-05-04 23:18:24  39.07  4459299920401             5   
1719  East Marymouth  2018-05-06 22:39:31  34.12  9215802774504             5   
1720  East Marymouth  2018-01-11 02:12:41  12.21    56113993388             5   
1721  East Marymouth  2018-02-04 19:03:01  31.44  9309074843829             5   
1722  East Marymouth  2018-04-04 10:59:52  23.38  8033938166342             5   
1723  East Marymouth  2018-01-23 06:04:50  24.91  5999897094429             5   
1724  East Marymouth  2018-01-19 19:28:27  29.94   388682296042             5   
1725  East Marymouth  2018-04-23 14:20:23  33.66  8238181413445             5   
1726  East Marymouth  2018-04-09 01:04:45  29.03  8442867478882             5   
1727  East Marymouth  2018-02-24 18:02:03  27.38  5224420391332             5   
1728  East Marymouth  2018-03-22 21:54:52  14.13  6502763171569             5   
1729  East Marymouth  2018-03-05 19:06:05  25.44  7451160581213             5   
1730  East Marymouth  2018-03-13 08:07:04  27.54  9783793502623             5   
1731  East Marymouth  2018-02-12 23:18:53  47.41  7409660239158             5   

          type  
1705  Suburban  
1706  Suburban  
1707  Suburban  
1708  Suburban  
1709  Suburban  
1710  Suburban  
1711  Suburban  
1712  Suburban  
1713  Suburban  
1714  Suburban  
1715  Suburban  
1716  Suburban  
1717  Suburban  
1718  Suburban  
1719  Suburban  
1720  Suburban  
1721  Suburban  
1722  Suburban  
1723  Suburban  
1724  Suburban  
1725  Suburban  
1726  Suburban  
1727  Suburban  
1728  Suburban  
1729  Suburban  
1730  Suburban  
1731  Suburban  "
Erikaland,"           city                 date   fare        ride_id  driver_count  \
1352  Erikaland  2018-02-18 07:47:15  20.62  3294151034077            37   
1353  Erikaland  2018-03-11 02:19:28  27.39   132013691958            37   
1354  Erikaland  2018-03-27 13:11:14  36.52  2195945483563            37   
1355  Erikaland  2018-04-13 12:26:02  25.22  4847173431127            37   
1356  Erikaland  2018-02-21 20:28:30  12.44  2705086825803            37   
1357  Erikaland  2018-05-07 11:23:59  22.72  5590425216650            37   
1358  Erikaland  2018-03-24 09:50:04   4.07  6561682951720            37   
1359  Erikaland  2018-02-05 04:51:46  14.13  9877186615998            37   
1360  Erikaland  2018-03-17 16:51:14  39.58  6422633857150            37   
1361  Erikaland  2018-04-25 11:18:54  34.05  5673820536254            37   
1362  Erikaland  2018-03-27 08:27:45  26.25  4808796549026            37   
1363  Erikaland  2018-02-11 03:01:55  35.89  1692275914503            37   

       type  
1352  Urban  
1353  Urban  
1354  Urban  
1355  Urban  
1356  Urban  
1357  Urban  
1358  Urban  
1359  Urban  
1360  Urban  
1361  Urban  
1362  Urban  
1363  Urban  "
Garzaport,"           city                 date   fare        ride_id  driver_count  \
2293  Garzaport  2018-02-18 18:27:48  36.16  2928337561347             7   
2294  Garzaport  2018-04-17 01:48:27  17.31  6092414045061             7   
2295  Garzaport  2018-05-06 16:57:16  18.90  8826696981094             7   

       type  
2293  Rural  
2294  Rural  
2295  Rural  "
Grahamburgh,"            city                 date   fare        ride_id  driver_count  \
639  Grahamburgh  2018-01-15 11:44:20  40.69   307021255892            61   
640  Grahamburgh  2018-04-06 13:48:54  23.87  1468249595739            61   
641  Grahamburgh  2018-02-17 09:54:44  30.25  4047930050046            61   
642  Grahamburgh  2018-03-12 02:44:01  22.97  4898014437105            61   
643  Grahamburgh  2018-01-09 07:00:08  13.55  5462604726666            61   
644  Grahamburgh  2018-03-05 05:39:23   4.33   803728527251            61   
645  Grahamburgh  2018-02-21 06:55:34  22.65   816396119895            61   
646  Grahamburgh  2018-02-25 12:18:38  14.51  6157111914475            61   
647  Grahamburgh  2018-01-18 07:41:16  23.35  8084539320626            61   
648  Grahamburgh  2018-03-24 13:39:38  32.17  2400244207933            61   
649  Grahamburgh  2018-04-20 21:40:03  40.06  5161825299392            61   
650  Grahamburgh  2018-03-04 22:51:36  34.93  5941003515564            61   
651  Grahamburgh  2018-03-27 22:14:21   4.63  7324442340207            61   
652  Grahamburgh  2018-04-29 21:20:41  13.59  3200697602557            61   
653  Grahamburgh  2018-01-28 15:40:18  44.91   258537071837            61   
654  Grahamburgh  2018-04-03 13:27:12   5.09  8563291978035            61   
655  Grahamburgh  2018-03-16 10:03:25  30.66  4739685866279            61   
656  Grahamburgh  2018-02-08 13:28:19  10.63  3654329505875            61   
657  Grahamburgh  2018-03-19 14:30:39  33.14  4377426125867            61   
658  Grahamburgh  2018-02-23 14:58:29  41.98  3687572775641            61   
659  Grahamburgh  2018-02-02 03:52:20  22.53  6583081396582            61   
660  Grahamburgh  2018-03-11 08:09:20  34.53  1668089072869            61   
661  Grahamburgh  2018-02-16 12:22:02  30.23  5124138921138            61   
662  Grahamburgh  2018-04-10 01:16:25  37.67  1448865682495            61   
663  Grahamburgh  2018-01-03 15:37:24  17.61  7877228075348            61   

      type  
639  Urban  
640  Urban  
641  Urban  
642  Urban  
643  Urban  
644  Urban  
645  Urban  
646  Urban  
647  Urban  
648  Urban  
649  Urban  
650  Urban  
651  Urban  
652  Urban  
653  Urban  
654  Urban  
655  Urban  
656  Urban  
657  Urban  
658  Urban  
659  Urban  
660  Urban  
661  Urban  
662  Urban  
663  Urban  "
Grayville,"           city                 date   fare        ride_id  driver_count  \
2142  Grayville  2018-04-06 03:38:40  18.11  6203774514474             2   
2143  Grayville  2018-04-28 11:40:49  43.22  6018910939581             2   
2144  Grayville  2018-02-19 19:52:37  19.52  9233978205608             2   
2145  Grayville  2018-03-14 23:10:28  25.12  3752247297947             2   
2146  Grayville  2018-02-13 06:07:20  48.59  4964947903977             2   
2147  Grayville  2018-04-14 21:00:30  49.85  9370121969267             2   
2148  Grayville  2018-01-03 13:04:14  12.60  8663434111548             2   
2149  Grayville  2018-02-18 10:30:42  12.55   999956401477             2   
2150  Grayville  2018-02-26 12:59:19  12.64   543831079079             2   
2151  Grayville  2018-03-05 12:31:13  14.15  3503584959643             2   
2152  Grayville  2018-03-20 05:36:50  35.34  3550752500152             2   
2153  Grayville  2018-01-07 20:09:43  34.62  8238372654152             2   
2154  Grayville  2018-01-25 10:17:54  39.35  6105114369747             2   
2155  Grayville  2018-01-20 19:11:21  24.53  6947592015194             2   
2156  Grayville  2018-05-01 14:27:25  26.26  6822744471748             2   

          type  
2142  Suburban  
2143  Suburban  
2144  Suburban  
2145  Suburban  
2146  Suburban  
2147  Suburban  
2148  Suburban  
2149  Suburban  
2150  Suburban  
2151  Suburban  
2152  Suburban  
2153  Suburban  
2154  Suburban  
2155  Suburban  
2156  Suburban  "
Harringtonfort,"                city                 date   fare        ride_id  driver_count  \
2360  Harringtonfort  2018-01-06 07:38:40  47.33  3849747342021             4   
2361  Harringtonfort  2018-02-17 04:42:56  30.58  6835140871685             4   
2362  Harringtonfort  2018-04-16 16:30:50  17.39  4023962353348             4   
2363  Harringtonfort  2018-03-10 10:11:37  19.02  6717313402790             4   
2364  Harringtonfort  2018-02-26 07:03:11  54.66  9201585331171             4   
2365  Harringtonfort  2018-01-09 15:30:35  31.84  3730685356921             4   

       type  
2360  Rural  
2361  Rural  
2362  Rural  
2363  Rural  
2364  Rural  
2365  Rural  "
Huntermouth,"            city                 date   fare        ride_id  driver_count  \
615  Huntermouth  2018-02-10 23:32:13  25.79  1880379662035            37   
616  Huntermouth  2018-02-24 07:57:03  39.12   928039410570            37   
617  Huntermouth  2018-02-19 03:19:21   7.05  1616522979657            37   
618  Huntermouth  2018-04-09 20:23:11  35.11  3005607850321            37   
619  Huntermouth  2018-05-04 15:20:09  36.77  7186624075617            37   
620  Huntermouth  2018-03-21 08:44:32  32.42  3393252517981            37   
621  Huntermouth  2018-03-14 10:37:58  30.49  9537564108817            37   
622  Huntermouth  2018-01-17 12:10:59  41.48  7802304472162            37   
623  Huntermouth  2018-02-03 12:19:32  31.43  4782856135575            37   
624  Huntermouth  2018-03-21 13:31:31  27.96  3030924771455            37   
625  Huntermouth  2018-02-05 08:10:57  28.58   314351998542            37   
626  Huntermouth  2018-03-19 17:31:55  15.05  1677081037622            37   
627  Huntermouth  2018-04-28 17:26:52  31.43  6660476793567            37   
628  Huntermouth  2018-03-02 10:47:16  10.89  1647274547856            37   
629  Huntermouth  2018-01-10 09:40:31  43.01  7580698306378            37   
630  Huntermouth  2018-01-09 22:56:35  15.31  1530050197997            37   
631  Huntermouth  2018-03-20 00:45:53  40.55  6750623726934            37   
632  Huntermouth  2018-01-06 20:23:15  28.74   654209897024            37   
633  Huntermouth  2018-05-07 08:47:24  25.83   961632121092            37   
634  Huntermouth  2018-04-03 07:02:33  29.88  8967623538278            37   
635  Huntermouth  2018-04-20 09:38:12  23.65  3496017787039            37   
636  Huntermouth  2018-01-24 17:07:21  42.36  2881099887400            37   
637  Huntermouth  2018-03-27 11:50:50  22.64  9536744918833            37   
638  Huntermouth  2018-03-17 15:43:09  30.31  6909760173471            37   

      type  
615  Urban  
616  Urban  
617  Urban  
618  Urban  
619  Urban  
620  Urban  
621  Urban  
622  Urban  
623  Urban  
624  Urban  
625  Urban  
626  Urban  
627  Urban  
628  Urban  
629  Urban  
630  Urban  
631  Urban  
632  Urban  
633  Urban  
634  Urban  
635  Urban  
636  Urban  
637  Urban  
638  Urban  "
Hurleymouth,"             city                 date   fare        ride_id  driver_count  \
992   Hurleymouth  2018-05-04 21:50:30  21.44  4039657784670            36   
993   Hurleymouth  2018-03-22 11:19:58  32.85  8449290696111            36   
994   Hurleymouth  2018-03-03 11:28:17  36.31   167035392736            36   
995   Hurleymouth  2018-03-26 20:22:28  41.15  4707260150471            36   
996   Hurleymouth  2018-02-20 10:47:47  17.07  7023698303898            36   
997   Hurleymouth  2018-01-12 01:19:37  10.64  8125602737085            36   
998   Hurleymouth  2018-03-17 06:50:12  29.95  5225181132639            36   
999   Hurleymouth  2018-04-01 06:26:40   9.94  4063425632467            36   
1000  Hurleymouth  2018-02-01 03:23:46  22.39  6071733738137            36   
1001  Hurleymouth  2018-01-18 10:59:29   4.66  8622877858946            36   
1002  Hurleymouth  2018-02-07 06:07:37  36.70   174817935586            36   
1003  Hurleymouth  2018-02-23 13:48:18  18.15  6051426056694            36   
1004  Hurleymouth  2018-02-28 03:20:15  44.85  5104279018287            36   
1005  Hurleymouth  2018-04-13 18:15:37  40.93  4915205219019            36   
1006  Hurleymouth  2018-03-07 12:38:40  41.96  1677330771703            36   
1007  Hurleymouth  2018-03-02 11:43:55  34.65  9380451674236            36   
1008  Hurleymouth  2018-02-13 17:32:27  25.72  8761492384598            36   
1009  Hurleymouth  2018-03-24 12:04:05   8.77  8274792045316            36   
1010  Hurleymouth  2018-01-31 02:49:31  19.23  9537342512126            36   
1011  Hurleymouth  2018-04-22 02:31:34   9.14  5563891443844            36   
1012  Hurleymouth  2018-02-15 02:10:41  42.61  9951997361357            36   
1013  Hurleymouth  2018-01-11 12:59:18  37.44  7883631639510            36   
1014  Hurleymouth  2018-04-09 09:17:22  20.31  2511587245343            36   
1015  Hurleymouth  2018-01-07 15:53:43  20.01  4462373605170            36   
1016  Hurleymouth  2018-01-17 17:07:29  24.86  9295336313691            36   
1017  Hurleymouth  2018-02-23 01:34:05  31.97  1990077862269            36   
1018  Hurleymouth  2018-02-24 15:39:01   8.33  2051788093690            36   
1019  Hurleymouth  2018-02-06 00:10:22  32.93  4140229588692            36   

       type  
992   Urban  
993   Urban  
994   Urban  
995   Urban  
996   Urban  
997   Urban  
998   Urban  
999   Urban  
1000  Urban  
1001  Urban  
1002  Urban  
1003  Urban  
1004  Urban  
1005  Urban  
1006  Urban  
1007  Urban  
1008  Urban  
1009  Urban  
1010  Urban  
1011  Urban  
1012  Urban  
1013  Urban  
1014  Urban  
1015  Urban  
1016  Urban  
1017  Urban  
1018  Urban  
1019  Urban  "
Jerryton,"         city                 date   fare        ride_id  driver_count   type
872  Jerryton  2018-03-03 17:50:23  28.08  6003411645536            64  Urban
873  Jerryton  2018-01-04 16:38:59  37.20  5637872466976            64  Urban
874  Jerryton  2018-01-05 15:36:46  37.91  1587079787234            64  Urban
875  Jerryton  2018-04-13 21:47:30  32.08  8499177647057            64  Urban
876  Jerryton  2018-03-27 12:48:21  13.29  8959844730593            64  Urban
877  Jerryton  2018-01-27 14:46:26  29.08  6160527574249            64  Urban
878  Jerryton  2018-04-29 02:49:02  41.27   902958428816            64  Urban
879  Jerryton  2018-01-07 12:05:30   7.86   707330492023            64  Urban
880  Jerryton  2018-05-01 17:20:29   4.97  8096395372343            64  Urban
881  Jerryton  2018-01-27 05:35:02   5.21  2366544103859            64  Urban
882  Jerryton  2018-01-16 17:13:34  22.26   974452603143            64  Urban
883  Jerryton  2018-02-14 19:48:48  24.49  3080437772609            64  Urban
884  Jerryton  2018-02-28 01:14:01  36.87  3091056853372            64  Urban
885  Jerryton  2018-01-06 12:30:31  27.71  9044741327560            64  Urban
886  Jerryton  2018-02-01 16:39:33  37.70  9580453081562            64  Urban
887  Jerryton  2018-03-20 01:28:13  15.37   931767662333            64  Urban
888  Jerryton  2018-04-18 06:08:08  42.80  2662884342881            64  Urban
889  Jerryton  2018-03-04 14:14:36  22.91  3498905000817            64  Urban
890  Jerryton  2018-02-20 18:45:32  28.24  4147224282549            64  Urban
891  Jerryton  2018-03-07 05:24:37  15.82  8112351353413            64  Urban
892  Jerryton  2018-03-25 12:14:58   9.64  9483701056322            64  Urban
893  Jerryton  2018-02-19 13:59:12  21.27  2523553025606            64  Urban
894  Jerryton  2018-03-23 08:27:26  37.89  4275221969665            64  Urban
895  Jerryton  2018-04-20 18:57:54  29.84  8129673900768            64  Urban
896  Jerryton  2018-03-24 12:17:30  31.47  5424245579315            64  Urban"
Jessicaport,"             city                 date   fare        ride_id  driver_count  \
2320  Jessicaport  2018-01-01 09:45:36  43.69  2424875833354             1   
2321  Jessicaport  2018-01-14 07:09:17  18.05  5405362355006             1   
2322  Jessicaport  2018-04-13 16:08:11  39.89  6511242590852             1   
2323  Jessicaport  2018-03-18 16:59:40  33.72  3046889917159             1   
2324  Jessicaport  2018-05-01 08:14:47  22.44  3725278487786             1   
2325  Jessicaport  2018-01-31 17:57:25  58.29   623154556195             1   

       type  
2320  Rural  
2321  Rural  
2322  Rural  
2323  Rural  
2324  Rural  
2325  Rural  "
Johnton,"         city                 date   fare        ride_id  driver_count   type
1331  Johnton  2018-01-17 02:12:01  32.19  8526302845313            27  Urban
1332  Johnton  2018-01-08 17:33:26  43.75   195318504552            27  Urban
1333  Johnton  2018-03-27 00:10:12  18.89  3634068282558            27  Urban
1334  Johnton  2018-04-05 07:12:55  22.87  1030619542522            27  Urban
1335  Johnton  2018-03-15 08:40:23  43.50  7134200570421            27  Urban
1336  Johnton  2018-05-02 02:19:02  32.38  8954815235985            27  Urban
1337  Johnton  2018-02-28 05:42:04  12.02  6670296339067            27  Urban
1338  Johnton  2018-01-22 13:10:36  24.17  7413359170219            27  Urban
1339  Johnton  2018-02-26 09:36:01  18.76  6360819904963            27  Urban
1340  Johnton  2018-01-21 03:20:06  28.59  5597542881853            27  Urban
1341  Johnton  2018-02-14 18:21:43  43.93  5443753596638            27  Urban
1342  Johnton  2018-02-07 19:40:32  30.97  6853977450248            27  Urban
1343  Johnton  2018-04-11 13:41:32  33.12  7226095312061            27  Urban
1344  Johnton  2018-04-26 17:02:03   4.63  3435314950289            27  Urban
1345  Johnton  2018-01-25 13:17:50  28.14  7110470975159            27  Urban
1346  Johnton  2018-03-04 10:30:32  36.76  3273293541841            27  Urban
1347  Johnton  2018-04-11 14:40:12  16.63  7248459450448            27  Urban
1348  Johnton  2018-04-29 07:50:06  17.89  1266248389669            27  Urban
1349  Johnton  2018-03-15 21:16:53  30.27  1604984494757            27  Urban
1350  Johnton  2018-01-14 10:53:38  19.68  8534361219730            27  Urban
1351  Johnton  2018-01-31 11:17:53  23.36  3671342249951            27  Urban"
